1099510579198,586263037986,733365644202,732426183306,734102798074,696458446850,818992050158,561040728098,1078014753722,695828777130,754752352170,586833600554,802084863978,561038532642,1029428981678,586407749794,1076890630842,560629711498,820069973690,697941265058,1078014503598,560537936522,801995668202,696366170658,755640303546,698069058082,802067234542,689351172642,824629258938,558382090914,802066971566,723737682466,755842920186,584688085154,1025137175470,698612197930,801745119978,552442298882,1099510579198,0
1099510579198,558345757186,820271623102,552039647362,823286234810,559019073706,1026161569706,586430843018,806295091962,698504874506,1025351871466,584258693666,824347437758,687740584578,754835980026,723836862602,751350579114,724273070242,733280451518,558927218818,824276074238,721724547106,738728783790,584260954658,1030434515690,689914906762,819264748538,561030111746,1025137962682,586842514090,806307674794,558482104994,820070297262,689476608682,823224105642,559025916586,1077747035050,551911825442,1099510579198,0
1099510579198,695784734850,734434884538,722100422666,755624570858,592883884170,803073883898,560527313418,1076895919082,594987328042,802080619178,561039182498,1094930066170,552073726082,823487609790,687742255650,755557399290,721732930178,751530061486,697976791202,1076957790138,560504250402,820249358314,586433561226,737323711162,724382156938,737374088170,730715400714,751551113978,689484892802,824348490430,584283366026,1013276655338,723845259402,750456139706,689378459810,824632344250,549755945090,1099510579198,0
1099510579198,687740157954,750457372670,560663136258,1094880062458,551937384578,823542939578,696329963562,738461674474,721690962442,755908733626,696332585602,801794685946,586408264202,751550855918,698069027362,750271851258,698603833986,1076693482174,586802039426,1029714145018,724247388298,733281501098,698504882210,818995440378,558916741770,807101180842,584795727914,1013338255338,584688763018,823475748794,695953137706,802817830890,594997815298,1009300450302,594888665634,801811442346,558883145866,1099510579198,0
1099510579198,549789894666,820320660202,689384852002,737571175354,730826670730,1009044422378,595398361642,750209923758,723836346530,806363246586,695826819106,755825818542,584293982754,807096200954,695954612738,751552084986,586296756234,1082247606254,584291846178,824344243134,687740594722,737659300602,586297256458,820321627114,594861523490,1008239116218,595390496930,802084814510,698066969258,802822007466,560638470826,1076940958378,594863622314,751614803882,689351199242,823487556346,549892130818,1099510579198,0
1099510579198,584151236618,803070721962,698513138210,750254996218,594897699362,803069426618,696366301834,806089309930,552449122346,1094142635690,560527483562,803074652846,698503170722,818978680570,550437528074,824344034234,687765719074,1029650251694,586399907882,802869133290,558925226026,823491555242,689879785610,750276755194,730824081538,734351261374,723735708322,754840173226,687740717194,824292846586,586407782434,1025402384302,696330657962,802872278698,560669952674,823471893242,550301073922,1099510579198,0
1099510579198,549898453506,755624753914,687876483210,823219187626,687767298602,1030707133162,584291877410,806295894970,697967977122,803087560366,586405652642,1025087893178,586968212106,823273388782,689923293730,750457454266,586407747754,807179893674,586400008842,1025401154286,696364180002,807117962938,586431367306,750191897578,724384221322,1013338275514,584252530826,755829025722,689376471586,806380042990,730714899114,734099386026,696464877738,823270222762,586407880746,734371180522,695785234434,1099510579198,0
1099510579198,584151236618,754752339690,687876383362,824360021754,687742165538,754551012282,722234122890,755578415850,687866423434,823290408890,551938990242,1077965471422,592841810594,738461674154,722133452938,754756337658,689912815626,820053520362,696489386122,1029366020794,696498391714,734081576618,586408405162,824292584378,586433595530,1007956983530,698605929098,819196574442,551939484202,824611695530,551945898154,1094058688170,560637968546,801811464122,724281360930,755825830638,549789501570,1099510579198,0
1099510579198,558346273282,802890169274,594987354154,1025356263402,586296600610,738717526970,730287606410,802802084590,696363657378,754819464890,586405782026,803087559610,558918314018,823273631726,698077554722,734366772154,730147072554,738733304554,721697679914,755557395374,690049131170,818928402106,698066444426,734103841514,593384974882,1098165251002,550303172770,824611700462,558347977226,803158555642,730683572770,737386887866,586943040162,1026144791210,730320767114,738646015994,549791473666,1099510579198,0
1099510579198,549789401218,807435955946,722102526474,754566544378,689479092354,820266396414,584662919682,1012249111546,561174948362,819192327146,696355825706,1012253241258,586942685322,818924928746,723872418346,738649418682,696363524234,750524562410,723845128738,1026156113594,689915472010,823541804010,551938992290,751283715774,695918928002,807386738618,584283359274,824281316330,689518551050,750524301306,723746684962,1013522825130,584159625770,820250655466,560669927978,806093581226,584652949514,1099510579198,0
1099510579198,1099510579198,1099510579198,558488879618,806023264954,584694532770,755897383614,721554672290,755913894570,722127071882,1012182002426,594996109986,803157573290,592716530346,738443836078,687767464482,1098366299066,584292280330,755560787962,690047060106,818929135274,698605512866,1007969872570,594998231714,802801254318,696357226538,754840435690,689478601250,807117236922,721689289346,755909705470,550301245986,1098148461482,584830722218,1013258825402,592848660618,807113830122,696492106274,750204414970,552039647234,1099510579198,0
1099510579198,549789368322,1030725038010,584258168994,807164422842,689384729226,819180010218,698102186506,738460434426,584688633986,823206521534,696464321154,802890181626,561164880010,1076689354410,698069033122,750477110206,561041148450,1094120827630,689889749122,754567592938,723836766762,734371162810,594995751042,1077747314682,559027357698,1029377605630,586432946210,802806476714,593410818186,754499387130,690057513482,818908228586,594996135946,1009248878586,695953138186,807101459178,550326241410,1099510579198,0
1099510579198,584249802882,802819063726,696491999266,754553977850,689888037378,819259764474,689478574626,755578682286,558488487978,1095195623402,558482096162,807180155898,696365647906,801996992430,586305112234,755897203626,721588723850,1009026576122,594998233122,1095144238010,558926801442,737371208430,722133353090,754756353786,696355652098,802872619002,595431792650,1076878114554,558516142594,823488396286,689914946050,751332929274,695918961162,807453834222,584123975714,755893202874,687196866562,1099510579198,0
1099510579198,558354276386,738460363690,730717522474,733280713642,723871991978,1030439501486,584258330786,807449309114,695793789066,802062773994,594998370858,738393504426,721699736202,755891960570,695829299746,1077951774650,584283496578,755847052026,723836242466,1007958354926,730715400738,738665933498,695954745482,819176845034,561074184738,818974473214,560636405762,803142086650,586297116682,1030438517738,584822301322,818912685754,689518422050,755826142190,593284466722,1076694286266,551903428610,1099510579198,0
1099510579198,550328467490,754482655146,690057945258,818907381418,698077413514,734165729274,730826547338,754751093418,689384753834,734421314218,730717620778,737589001194,723844735146,819986415274,697974164138,734418365098,730824058914,737324019710,724382031906,750259978158,593278148778,1081990949802,558488914466,751602432762,723869764106,806026738618,696491967010,751279275758,724280936586,737576741562,586296601226,802873650154,593250757130,1012534340346,724383598730,754483654570,550326370338,1099510579198,0
